"User_ID","UTC_Time","Account","Operation","Coin","Change","Remark"
"812765506","2025-01-01 00:51:35","Spot","Simple Earn Locked Rewards","POL","0.00049180","Binance Earn"
"812765506","2025-01-01 04:05:38","Spot","Transaction Buy","ETH","1.63320000",""
"812765506","2025-01-01 04:05:38","Spot","Transaction Fee","ETH","-0.00048996",""
"812765506","2025-01-01 04:05:38","Spot","Transaction Spend","BTC","-0.05841956",""
"812765506","2025-01-01 04:23:09","Spot","Transaction Revenue","BTC","0.00535650",""
"812765506","2025-01-01 04:23:09","Spot","Transaction Revenue","BTC","0.00011070",""
"812765506","2025-01-01 04:23:09","Spot","Transaction Sold","ETH","-0.01330000",""
"812765506","2025-01-01 04:23:09","Spot","Transaction Sold","ETH","-0.10000000",""
"812765506","2025-01-01 04:23:09","Spot","Transaction Revenue","BTC","0.04465178",""
"812765506","2025-01-01 04:23:09","Spot","Transaction Sold","ETH","-0.07000000",""
"812765506","2025-01-01 04:23:09","Spot","Transaction Fee","BTC","-4.5E-7",""
"812765506","2025-01-01 04:23:09","Spot","Transaction Revenue","BTC","0.00047494",""
"812765506","2025-01-01 04:23:09","Spot","Transaction Sold","ETH","-0.15000000",""
"812765506","2025-01-01 04:23:09","Spot","Transaction Fee","BTC","-0.00001340",""
"812765506","2025-01-01 04:23:09","Spot","Transaction Sold","ETH","-0.04200000",""
"812765506","2025-01-01 04:23:09","Spot","Transaction Fee","BTC","-3E-8",""
"812765506","2025-01-01 04:23:09","Spot","Transaction Fee","BTC","-7.5E-7",""
"812765506","2025-01-01 04:23:09","Spot","Transaction Revenue","BTC","0.00010713",""
"812765506","2025-01-01 04:23:09","Spot","Transaction Fee","BTC","-3E-8",""
"812765506","2025-01-01 04:23:09","Spot","Transaction Revenue","BTC","0.00357100",""
"812765506","2025-01-01 04:23:09","Spot","Transaction Fee","BTC","-1.4E-7",""
"812765506","2025-01-01 04:23:09","Spot","Transaction Sold","ETH","-0.00310000",""
"812765506","2025-01-01 04:23:09","Spot","Transaction Sold","ETH","-0.00300000",""
"812765506","2025-01-01 04:23:09","Spot","Transaction Revenue","BTC","0.00249970",""
"812765506","2025-01-01 04:23:09","Spot","Transaction Fee","BTC","-0.00000161",""
"812765506","2025-01-01 04:23:09","Spot","Transaction Revenue","BTC","0.00149982",""
"812765506","2025-01-01 04:23:09","Spot","Transaction Sold","ETH","-1.25040000",""
"812765506","2025-01-01 04:23:09","Spot","Transaction Fee","BTC","-0.00000107",""
"812765506","2025-01-01 09:18:41","Spot","Transaction Fee","ETH","-0.00029952",""
